short_name,id,conversation,flow_id,timestamp,content,answer_type,failed,author,embeddings
sales-demo,1293,1,F1521393635296RZAHUL,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,1945,1,F1521393672940WCANLZ,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,55,1,F1117088573931IPJ52Y,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,56,1,F1117088573932HZ3NQ2,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,59,1,F1117088574220HARFNO,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,60,1,F1117088574221NH2JKJ,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,61,1,F1117088576956VY1MZW,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,62,1,F1117088576957EGF2PA,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,63,1,F1117088577384WJ5XZQ,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,64,1,F11170885773854ZORXO,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,65,1,F1117088577463YK2YQ5,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,66,1,F1117088577464ETOLFC,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,106,1,F1117088633591XRMHFL,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,113,1,F1117088635629TBL3SD,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,1273,1,F1521393634409EC4VPJ,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,1287,1,F1521393635033ICLJHT,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,1292,1,F1521393635232GNMJJS,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1294,1,F1521393635297R0E25R,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1946,1,F1521393672941CLHPR3,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1954,1,F1521393673293XBFXFB,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1372,1,F1521393639138S25LYD,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1375,1,F1521393639335BP3WZA,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,1357,1,F15213936385132XVGRL,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,1371,1,F1521393639137Z5ASOP,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,1376,1,F1521393639336DPYVCB,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,105,1,F1117088633590DOS0GA,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,114,1,F1117088635630EVR2PN,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,119,1,F1117088636852XMFQIE,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,120,1,F111708863685301QRET,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,123,1,F1117088637125YSXSD5,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,124,1,F11170886371262IGA3I,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,125,1,F1117088637196XUFY1S,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,126,1,F1117088637197DTLWIU,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1366,1,F1521393638864OFV0KA,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1377,1,F1521393639400YRO2KL,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,1442,1,F1521393642625V3RSDC,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1358,1,F1521393638514TV35V1,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1365,1,F1521393638863PW4PCU,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,1378,1,F1521393639401NDDQUU,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1441,1,F1521393642624E1FZ4H,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,1459,1,F1521393643446VPJ1YM,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,1462,1,F1521393643512YV2EPT,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1450,1,F1521393642975LZOR5X,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1455,1,F1521393643248EMCLL0,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,1461,1,F1521393643511KTGP3S,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,1953,1,F1521393673292SQR3MM,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,1959,1,F1521393673564FLI1BX,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,1964,1,F1521393673765BGKW40,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1966,1,F1521393673832SLBNXJ,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,2383,1,F1521393699555KDK4L4,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,181,1,F15213934154454WHIYA,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,182,1,F1521393415446ZKJOAM,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,189,1,F1521393415821VVSPKL,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,190,1,F15213934158225KZUCV,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,195,1,F15213934176800PT0MH,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,196,1,F1521393417681ORV3VM,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,199,1,F1521393417954L4H1IC,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,200,1,F15213934179553TCBAC,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,201,1,F1521393418029B5H1W5,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,202,1,F15213934180300XK135,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1449,1,F1521393642974UH0MLZ,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,1456,1,F1521393643249R4DCSZ,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1460,1,F1521393643447R0BPWG,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1960,1,F1521393673565FP5QPE,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1963,1,F15213936737643MRCXD,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,1965,1,F1521393673831BAZ2HT,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,265,1,F15213935729593V40H4,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,266,1,F1521393572960IK3PKY,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,273,1,F15213935735515U2TRB,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,274,1,F15213935735520DUJ5A,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,279,1,F15213935738633YJDUH,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,283,1,F1521393574078OZ2BCC,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,1525,1,F1521393648241L5LGB5,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,1534,1,F15213936485922ZKUDL,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1546,1,F15213936491331VI4FF,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,280,1,F1521393573864DQCRVK,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1533,1,F1521393648591WGHG1F,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,1539,1,F1521393648865UUYHX0,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,1543,1,F1521393649065GKQUN0,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,1545,1,F1521393649132KTKMWU,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,284,1,F15213935740793VERYA,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,286,1,F1521393574148IEN2DB,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1526,1,F1521393648242OZ4KHK,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,285,1,F15213935741474R0N2N,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,349,1,F1521393578903LH3Q0D,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,350,1,F1521393578904QOYFZD,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,357,1,F15213935792724IVNR1,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,358,1,F1521393579273AKOC04,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,367,1,F1521393579759NNUEND,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,370,1,F1521393579833NQ54ZQ,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1540,1,F1521393648866LFQNLR,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1544,1,F1521393649066HUQYZ2,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,364,1,F1521393579558NGYTOJ,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,369,1,F1521393579831WNXFU5,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,2037,1,F1521393678713KZM01V,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,2048,1,F1521393679186SFDWHF,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,363,1,F1521393579557PMNDHT,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,1610,1,F1521393652364NK4RM5,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1624,1,F1521393652988HQGX3I,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1629,1,F1521393653251H35M2I,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,368,1,F1521393579760OF25YB,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,433,1,F1521393583279ZATKPF,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,434,1,F152139358328044RF3O,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,441,1,F1521393583648HAZRXS,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,451,1,F15213935841435SDR4V,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,453,1,F15213935842081YOWTF,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,1609,1,F1521393652363AFGF1P,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,442,1,F1521393583649ZHKIVA,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,454,1,F1521393584209CYVGQI,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1623,1,F1521393652987YMMRJK,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,1628,1,F1521393653186FZP0ZR,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,447,1,F1521393583932PSLWUU,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,452,1,F15213935841442E5HSD,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1618,1,F15213936527140KVMNH,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1627,1,F1521393653185WLWEGV,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,1694,1,F1521393657999VVGS4Q,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,448,1,F1521393583933KASQBD,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,517,1,F1521393589581BHCIOQ,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,518,1,F1521393589582H44K42,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,525,1,F1521393589929ZYLX0S,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,526,1,F1521393589930HVI1VR,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,538,1,F1521393590466YSTFGQ,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,601,1,F1521393595000P1KKVQ,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,1617,1,F1521393652713NWJG4J,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,1630,1,F1521393653252AGKR2K,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,532,1,F1521393590207TQMLAS,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,537,1,F1521393590465TDHS51,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,609,1,F1521393595350RYPIB0,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,1693,1,F1521393657998H2URS2,2024-09-25T04:45:42.666000Z,What are my balances?,,False,USER,[]
sales-demo,1701,1,F1521393658348BCUSR1,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,1707,1,F152139365862254NY3G,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,531,1,F15213935902060AEAWM,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,535,1,F1521393590401B1FVQV,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,1711,1,F1521393658820EBOM3D,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,536,1,F1521393590402GNYF5R,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,602,1,F1521393595001XRNG1N,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,610,1,F1521393595351HHMLK1,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,615,1,F1521393595624ZTBN04,2024-09-25T04:46:14.549000Z,What's on my calendar?,,False,USER,[]
sales-demo,616,1,F1521393595625VE3WFN,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,619,1,F1521393595822IW2VB2,2024-09-25T04:46:41.593000Z,What are my balances?,,False,USER,[]
sales-demo,620,1,F1521393595823K3ZWE3,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,621,1,F1521393595889H2JRV4,2024-09-25T04:47:05.318000Z,What are my upcoming assessments?,,False,USER,[]
sales-demo,622,1,F1521393595890FSCP0P,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,686,1,F1521393599109K11ZEE,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,693,1,F15213935994564I0Y3E,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,704,1,F1521393599929JAODEH,2024-09-25T04:46:41.594000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,706,1,F1521393600000IUGXFS,2024-09-25T04:47:05.319000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1702,1,F1521393658349QD5CYZ,2024-09-25T04:45:59.569000Z,backend call: Schedule,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1708,1,F1521393658623CJ1MTS,2024-09-25T04:46:14.550000Z,backend call: Calendar,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,72,3,F1117088578188DHTCWB,2024-09-25T04:28:41.866000Z,"Spain is a country located in southwestern Europe, on the Iberian Peninsula.",OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,73,2,F1117088578253HSLKDJ,2024-09-25T05:58:36.078000Z,Father what is Matthew McConnaughey,,False,USER,[]
sales-demo,74,2,F1117088578254GU0PLZ,2024-09-25T05:58:36.079000Z,"Matthew McConaughey is an American actor known for his roles in films like ""Dallas Buyers Club"", ""Interstellar"", and ""The Wolf of Wall Street"".",OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,75,3,F1117088578847F4DWLL,2024-09-25T04:20:43.564000Z,Who married Napoleon?,,False,USER,[]
sales-demo,76,3,F1117088578848WQXGN3,2024-09-25T04:20:43.565000Z,Napoleon Bonaparte married Josephine de Beauharnais.,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,77,2,F1117088624488R5G1WE,2024-09-25T06:32:06.279000Z,Who is my academic advisor,,False,USER,[]
sales-demo,78,2,F11170886244894GYPDK,2024-09-25T06:32:06.280000Z,backend call: Academic Advisor,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,79,2,F11170886245583GLP33,2024-09-25T06:32:19.876000Z,Who is my academic advisor,,False,USER,[]
sales-demo,80,2,F1117088624559LWXVVR,2024-09-25T06:32:19.877000Z,backend call: Academic Advisor,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,81,2,F1117088626961OZIQKH,2024-09-25T06:32:29.645000Z,what is my next homework,,False,USER,[]
sales-demo,82,2,F1117088626962JJIPKT,2024-09-25T06:32:29.646000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,83,2,F1117088627032QEH5ZE,2024-09-25T06:32:40.802000Z,what assignments do I have coming up,,False,USER,[]
sales-demo,84,2,F1117088627033ACFY5U,2024-09-25T06:32:40.803000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,85,4,F11170886289652NA15I,2024-09-25T05:12:57.567000Z,Father what is Matthew McConnaughey,,False,USER,[]
sales-demo,86,4,F1117088628966FJR4Q3,2024-09-25T05:12:57.568000Z,"Matthew McConaughey is an American actor known for his roles in films like ""Dallas Buyers Club,"" ""Interstellar,"" and ""The Wolf of Wall Street."" He has won an Academy Award for Best Actor and has been nominated for several other awards.",OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,87,2,F1117088629035U041Y2,2024-09-25T06:03:05.586000Z,Father what is Matthew McConnaughey,,False,USER,[]
sales-demo,88,2,F1117088629036GKI3BB,2024-09-25T06:03:05.587000Z,"Matthew McConaughey is an American actor known for his roles in films like ""Dallas Buyers Club,"" ""Interstellar,"" and ""The Wolf of Wall Street.""",OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,89,2,F1117088629110QTBU23,2024-09-25T06:32:53.555000Z,What sort of homework will I have,,False,USER,[]
sales-demo,90,2,F1117088629111OEV5SK,2024-09-25T06:32:53.556000Z,backend call: Upcoming Assessment,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,91,2,F1117088629181PJ13WU,2024-09-25T06:33:07.843000Z,Would you do my homewokr,,False,USER,[]
sales-demo,92,2,F1117088629182IAMDTW,2024-09-25T06:33:07.844000Z,"I am an AI chatbot and cannot do your homework. I can help you with information about Pathify University, but I can't complete assignments for you.  Is there anything else I can help you with?",OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,93,3,F1117088630973KT40B3,2024-09-25T04:23:22.793000Z,Who was the celebrant for Napoleon's wedding?,,False,USER,[]
sales-demo,94,3,F111708863097521NENY,2024-09-25T04:23:22.794000Z,"Napoleon's wedding to Josephine was a civil ceremony, so there wasn't a celebrant in the traditional sense.  The ceremony was conducted by the President of the Directory, Jean-Jacques-Régis de Cambacérès.",OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,95,2,F1117088631044R5OOEC,2024-09-25T06:33:24.844000Z,That wasn't helpfl,,False,USER,[]
sales-demo,106,1,F1117088633591XRMHFL,2024-09-25T04:45:42.667000Z,backend call: Balance,OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,110,6,F1117088633741MYQY14,2024-09-25T06:35:38.313000Z,"Sure, I'm ready for another conversation! What would you like to talk about today? 😊",OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,113,1,F1117088635629TBL3SD,2024-09-25T04:45:59.568000Z,What's on my schedule?,,False,USER,[]
sales-demo,116,6,F11170886357035XZB3M,2024-09-25T06:36:09.327000Z,"I understand you might be feeling overwhelmed with your homework.  However, I am programmed to be a helpful and harmless AI assistant.  I can't do your homework for you.  It's important to learn the material yourself.  I can, however, help you understand the concepts and provide resources that can help you complete your assignments.    What is the topic of your homework?  Perhaps I can help you break it down into smaller steps or point you to some helpful online resources.",OPEN_DOMAIN,False,CHATBOT,[]
sales-demo,1236,8,F15213936325001CVNVQ,2024-09-25T06:40:47.032000Z,backend call: Academic Advisor,OPEN_DOMAIN,False,CHATBOT,[]
